SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-19-2018,Single Family Residential,0 Druid,Thompson,CT,06277,299900,3,2.0,Thompson,1600,48787,2018,1095,187,,Sold,,,http://www.redfin.com/CT/Thompson/988-Quaddick-Town-Farm-Rd-06277/home/54351008,Smart MLS,170072887,N,Y,41.9460311,-71.8198635
PAST SALE,June-27-2019,Single Family Residential,4 Fairview Cir,Pomfret,CT,06259,340000,3,2.5,Pomfret Center,2263,45738,1987,844,150,,Sold,,,http://www.redfin.com/CT/Pomfret-Center/4-Fairview-Cir-06259/home/54262615,Smart MLS,170182074,N,Y,41.9016159,-71.9414685
PAST SALE,,Single Family Residential,553 Wrights Crossing Rd,Pomfret Center,CT,06259,149500,2,1.0,,1273,278784,1800,,117,,,,,http://www.redfin.com/CT/Pomfret-Center/553-Wrights-Crossing-Rd-06259/home/54262969,,,N,Y,41.8847716,-71.9427705
PAST SALE,March-27-2020,Single Family Residential,190 Modock Rd,Pomfret,CT,06259,417500,3,2.5,Pomfret,1788,561924,2008,570,234,,Sold,,,http://www.redfin.com/CT/Pomfret-Center/190-Modock-Rd-06259/home/54262966,Smart MLS,170264358,N,Y,41.8873531,-71.9223381
PAST SALE,,Single Family Residential,325 Wrights Crossing Rd,Pomfret Center,CT,06259,450000,4,2.5,,3290,130244,1978,,137,,,,,http://www.redfin.com/CT/Pomfret-Center/325-Wrights-Crossing-Rd-06259/home/54263436,,,N,Y,41.868601,-71.936915
PAST SALE,March-6-2020,Single Family Residential,103 Woodside St,Putnam,CT,06260,183000,4,1.0,Special Service District,1411,9147,1952,591,130,,Sold,,,http://www.redfin.com/CT/Putnam/103-Woodside-St-06260/home/54414764,Smart MLS,170262987,N,Y,41.9276258,-71.9149165
PAST SALE,January-25-2019,Multi-Family (2-4 Unit),45 Battey St,Putnam,CT,06260,55900,4,2.0,Putnam,1512,2178,1880,997,37,,Sold,,,http://www.redfin.com/CT/Putnam/45-Battey-St-06260/home/54415426,Smart MLS,170151266,N,Y,41.9249222,-71.9105166
PAST SALE,August-31-2018,Multi-Family (2-4 Unit),62 Mill St,Putnam,CT,06260,145000,4,2.5,Putnam,1355,6098,1867,1144,107,,Sold,,,http://www.redfin.com/CT/Putnam/62-Mill-St-06260/home/54416031,Smart MLS,170106726,N,Y,41.9226701,-71.9105166
PAST SALE,July-14-2017,Multi-Family (2-4 Unit),54 Mill St,Putnam,CT,06260,100000,4,2.0,Putnam,1486,6098,1923,1557,67,,Sold,,,http://www.redfin.com/CT/Putnam/54-Mill-St-06260/home/54415934,Smart MLS,G10207344,N,Y,41.922431,-71.9106926
PAST SALE,September-28-2018,Single Family Residential,175 Walnut St,Putnam,CT,06260,144500,3,1.5,Putnam,1280,28314,1877,1116,113,,Sold,,,http://www.redfin.com/CT/Putnam/175-Walnut-St-06260/home/109642308,Smart MLS,170109937,N,Y,41.9200291,-71.8947225
PAST SALE,,Other,419 Thompson Rd,Thompson,CT,06277,210000,,,,,30928,,,,,,,,http://www.redfin.com/CT/Thompson/419-Thompson-Rd-06277/home/54348213,,,N,Y,41.9629922,-71.8598234
PAST SALE,October-23-2017,Single Family Residential,11 Dupre Rd,Woodstock,CT,06281,350000,4,4.0,Woodstock,2080,37461,2007,1456,168,,Sold,,,http://www.redfin.com/CT/Woodstock/11-Dupre-Rd-06281/home/53653050,Smart MLS,170008608,N,Y,41.9264505,-71.937749
PAST SALE,April-29-2019,Single Family Residential,228 Senexet Rd,Woodstock,CT,06281,177500,2,1.0,South Woodstock,902,13068,1948,903,197,,Sold,,,http://www.redfin.com/CT/Woodstock/228-Senexet-Rd-No-1-06281/home/53655566,Smart MLS,170170246,N,Y,41.9481877,-71.9449735
PAST SALE,April-12-2018,Vacant Land,0 Underwood Rd,Woodstock,CT,06281,35000,,,East Woodstock,,90169,,1285,,,Sold,,,http://www.redfin.com/CT/Woodstock/45-Underwood-Rd-06281/home/53656295,Smart MLS,170028859,N,Y,41.9178163,-71.93196
PAST SALE,August-31-2018,Single Family Residential,297 Fox Rd,Putnam,CT,06260,275000,3,2.0,Putnam,2210,96703,1972,1144,124,,Sold,,,http://www.redfin.com/CT/Putnam/297-Fox-Rd-06260/home/52219282,Smart MLS,170103895,N,Y,41.9136047,-71.8522459
