,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
1111,PAST SALE,,Parking,222 Brownstone Ave,Portland,CT,6480,142066.0,,,,,38333.0,,,,,,,,http://www.redfin.com/CT/Portland/222-Brownstone-Ave-06480/home/166965493,,,N,Y,41.5763096,-72.6451367
1112,PAST SALE,September-4-2020,Single Family Residential,255 Saybrook Rd,Haddam,CT,6441,517500.0,5.0,2.5,Higganum,3456.0,78408.0,1910.0,409.0,150.0,,Sold,,,http://www.redfin.com/CT/Higganum/255-Saybrook-Rd-06441/home/53705661,Smart MLS,170289578,N,Y,41.497549,-72.5631602
1113,PAST SALE,March-30-2020,Vacant Land,82 Quarry Hill Rd,Haddam,CT,6424,66000.0,,,Haddam Neck,,91476.0,,567.0,,,Sold,,,http://www.redfin.com/CT/Haddam/82-Quarry-Hill-Rd-06438/home/53703813,Smart MLS,170208751,N,Y,41.508579,-72.51
1114,PAST SALE,September-18-2019,Single Family Residential,154 Young St,East Hampton,CT,6424,280000.0,3.0,2.0,Middle Haddam,1606.0,95832.0,1977.0,761.0,174.0,,Sold,,,http://www.redfin.com/CT/East-Hampton/154-Young-St-06424/home/54358941,Smart MLS,170213675,N,Y,41.5445913,-72.5042553
1115,PAST SALE,July-1-2020,Single Family Residential,14 Morris Hubbard Rd,Haddam,CT,6441,276000.0,3.0,2.0,Haddam,1768.0,49222.0,1974.0,474.0,156.0,,Sold,,,http://www.redfin.com/CT/Higganum/14-Morris-Hubbard-Rd-06441/home/53705263,Smart MLS,170288949,N,Y,41.4797863,-72.5550273
1116,PAST SALE,April-12-2017,Single Family Residential,316 Hubbard Rd,Haddam,CT,6441,385000.0,4.0,3.5,Higganum,3232.0,89733.0,1987.0,1650.0,119.0,,Sold,,,http://www.redfin.com/CT/Higganum/316-Hubbard-Rd-06441/home/53704724,Smart MLS,N10165129,N,Y,41.4655169,-72.5476797
1117,PAST SALE,April-24-2020,Single Family Residential,170 Thayer Rd,Haddam,CT,6441,179000.0,3.0,1.0,Higganum,998.0,24393.0,1945.0,542.0,179.0,,Sold,,,http://www.redfin.com/CT/Higganum/170-Thayer-Rd-06441/home/53706193,Smart MLS,170274422,N,Y,41.5005186,-72.5717549
1118,PAST SALE,March-31-2020,Condo/Co-op,25 Riverside Dr Unit A9,Clinton,CT,6413,166000.0,2.0,1.5,Riverside,1008.0,,1965.0,566.0,165.0,264.0,Sold,,,http://www.redfin.com/CT/Clinton/25-Riverside-Dr-06413/unit-A9/home/53953660,Smart MLS,170273160,N,Y,41.269736,-72.535142
1119,PAST SALE,August-7-2017,Single Family Residential,120 Timms Hill Rd,Haddam,CT,6438,305000.0,4.0,2.5,Haddam,2268.0,45738.0,1973.0,1533.0,134.0,,Sold,,,http://www.redfin.com/CT/Haddam/120-Timms-Hill-Rd-06438/home/53706229,Smart MLS,G10193635,N,Y,41.4745361,-72.5269761
1120,PAST SALE,August-30-2019,Single Family Residential,80 Turkey Hill Rd,Haddam,CT,6438,245000.0,2.0,2.0,Haddam,1333.0,167270.0,1939.0,780.0,184.0,,Sold,,,http://www.redfin.com/CT/Haddam/80-Turkey-Hill-Rd-06438/home/53706308,Smart MLS,170209571,N,Y,41.4605196,-72.5132498
1121,PAST SALE,June-15-2018,Single Family Residential,67 Turkey Hill Rd,Chester,CT,6412,375000.0,3.0,2.5,Chester,2658.0,90604.0,1974.0,1221.0,141.0,,Sold,,,http://www.redfin.com/CT/Chester/67-Turkey-Hill-Rd-06412/home/54025343,Smart MLS,170056193,N,Y,41.416503,-72.4953393
1122,PAST SALE,,Single Family Residential,24 Saddlebrook Dr,Killingworth,CT,6419,499000.0,4.0,2.5,,2934.0,108900.0,1996.0,,170.0,,,,,http://www.redfin.com/CT/Killingworth/24-Saddlebrook-Dr-06419/home/54368679,,,N,Y,41.400958,-72.5327298
1123,PAST SALE,November-29-2019,Single Family Residential,14 Kelseytown Rd,Killingworth,CT,6419,325000.0,3.0,1.5,Killingworth,1864.0,100187.0,1986.0,689.0,174.0,,Sold,,,http://www.redfin.com/CT/Killingworth/14-Kelseytown-Rd-06419/home/54369676,Smart MLS,170241052,N,Y,41.3529718,-72.5203345
1124,PAST SALE,June-26-2019,Single Family Residential,26 Menunketesuck Dr,Clinton,CT,6413,232500.0,3.0,2.0,Clinton,1196.0,33105.0,1964.0,845.0,194.0,,Sold,,,http://www.redfin.com/CT/Clinton/26-Menunketesuck-Dr-06413/home/53955708,Smart MLS,170192547,N,Y,41.2895593,-72.495559
1125,PAST SALE,July-28-2020,Single Family Residential,10 Hunters Path,Clinton,CT,6413,293000.0,3.0,2.5,Clinton,1718.0,27442.0,1960.0,447.0,171.0,,Sold,,,http://www.redfin.com/CT/Clinton/10-Hunters-Path-06413/home/53957713,Smart MLS,170300113,N,Y,41.2891665,-72.4971456
1126,PAST SALE,July-15-2019,Condo/Co-op,22 College St #4,Clinton,CT,6413,112000.0,2.0,1.0,Clinton,759.0,,1964.0,826.0,148.0,255.0,Sold,,,http://www.redfin.com/CT/Clinton/22-College-St-06413/unit-4/home/53953835,Smart MLS,170181579,N,Y,41.273126,-72.517435
1127,PAST SALE,February-28-2020,Multi-Family (2-4 Unit),100 E Main St,Clinton,CT,6413,534000.0,7.0,4.0,Clinton,4691.0,10890.0,1792.0,598.0,114.0,,Sold,,,http://www.redfin.com/CT/Clinton/100-E-Main-St-06413/home/53954881,Smart MLS,170190033,N,Y,41.2769238,-72.5190568
1128,PAST SALE,December-2-2019,Condo/Co-op,29 Founders Rd #29,Clinton,CT,6413,168000.0,2.0,2.0,Clinton,1260.0,,1982.0,686.0,133.0,262.0,Sold,,,http://www.redfin.com/CT/Clinton/29-Founders-RD-06413/unit-29/home/169592114,Smart MLS,170246454,N,Y,41.275855,-72.50925
1129,PAST SALE,August-27-2018,Vacant Land,0 Pine Knoll Dr Unit B,Chester,CT,6412,72000.0,,,Chester,,87120.0,,1148.0,,,Sold,,,http://www.redfin.com/CT/Chester/12-Inspiration-Ln-06412/unit-B/home/175474086,Smart MLS,170043730,N,Y,41.4015388,-72.4697494
1130,PAST SALE,April-29-2019,Vacant Land,Lot 18 West Rd,East Haddam,CT,6423,45000.0,,,East Haddam,,217800.0,,903.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/18-West-Rd-06423/home/172814452,Smart MLS,170143290,N,Y,41.451954,-72.31854
1131,PAST SALE,October-8-2020,Vacant Land,153 Silver Springs Dr,Haddam,CT,6441,60000.0,,,Higganum,,164656.0,,375.0,,17.0,Sold,,,http://www.redfin.com/CT/Higganum/153-Silver-Springs-Dr-06441/home/53703734,Smart MLS,170259234,N,Y,41.4826104,-72.5775349
1132,PAST SALE,August-19-2020,Vacant Land,73 Cedar Lake Rd,Haddam,CT,6438,30000.0,,,Haddam,,307098.0,,425.0,,,Sold,,,http://www.redfin.com/CT/Haddam/73-Cedar-Lake-Rd-06438/home/53703835,Smart MLS,170117133,N,Y,41.4429666,-72.5129159
1133,PAST SALE,October-11-2019,Vacant Land,304 Town St,East Haddam,CT,6423,55000.0,,,East Haddam,,87120.0,,738.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/304-Town-St-06423/home/53780437,Smart MLS,170133001,N,Y,41.4560669,-72.4362985
1134,PAST SALE,October-4-2019,Vacant Land,34 Maple Ave,East Haddam,CT,6423,105000.0,,,East Haddam,,465656.0,,745.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/34-Maple-Ave-06423/home/53783520,Smart MLS,170083407,N,Y,41.467175,-72.456035
1135,PAST SALE,,Vacant Land,2 DEER MDW,EAST HAMPTON,CT,6424,95000.0,,,,,64469.0,,,,,,,,http://www.redfin.com/CT/EAST-HAMPTON/2-DEER-MDW-06424/home/54354614,,,N,Y,41.539406,-72.440255
1136,PAST SALE,,Other,16 Flannery Row,East Hampton,CT,6424,37500.0,,,,,152896.0,,,,,,,,http://www.redfin.com/CT/East-Hampton/16-Flannery-Row-06424/home/54354651,,,N,Y,41.5703455,-72.5454253
1137,PAST SALE,,Other,13 Sears Ln,East Hampton,CT,6424,350000.0,,,,,24829.0,,,,,,,,http://www.redfin.com/CT/East-Hampton/13-Sears-Ln-06424/home/54355232,,,N,Y,41.589146,-72.5067611
1138,PAST SALE,,Vacant Land,W HIGH ST,EAST HAMPTON,CT,6424,8000.0,,,,,73616.0,,,,,,,,http://www.redfin.com/CT/EAST-HAMPTON/W-HIGH-ST-06424/home/54355986,,,N,Y,41.561689,-72.552003
1139,PAST SALE,,Other,72 Middletown Ave,East Hampton,CT,6424,170000.0,,,,,98446.0,,,,,,,,http://www.redfin.com/CT/East-Hampton/72-Middletown-Ave-06424/home/54357503,,,N,Y,41.565181,-72.5104178
1140,PAST SALE,June-8-2020,Vacant Land,96 Schnoor Rd,Killingworth,CT,6419,115000.0,,,Killingworth,,540144.0,,497.0,,,Sold,,,http://www.redfin.com/CT/Killingworth/96-Schnoor-Rd-06419/home/54368300,Smart MLS,170198019,N,Y,41.3968859,-72.5794349
1141,PAST SALE,,Other,99 Warner Rd,East Haddam,CT,6423,45000.0,,,,,89298.0,,,,,,,,http://www.redfin.com/CT/East-Haddam/99-Warner-Rd-06423/home/105193349,,,N,Y,41.468354,-72.369332
1142,PAST SALE,,Vacant Land,PENFIELD HILL RD,PORTLAND,CT,6480,58000.0,,,,,82328.0,,,,,,,,http://www.redfin.com/CT/PORTLAND/PENFIELD-HILL-RD-06480/home/106981152,,,N,Y,41.582446,-72.576641
1143,PAST SALE,November-20-2017,Vacant Land,215 Middlesex Ave,Chester,CT,6412,117500.0,,,Chester,,206474.0,,1428.0,,,Sold,,,http://www.redfin.com/CT/Chester/215-Middlesex-Ave-06412/home/144513830,Smart MLS,N10214027,N,Y,41.4225139,-72.4465721
1144,PAST SALE,June-19-2018,Vacant Land,0 Fern Ln,East Hampton,CT,6424,72500.0,,,Edgemere Estates,,45302.0,,1217.0,,,Sold,,,http://www.redfin.com/CT/East-Hampton/Fern-Ln-06456/home/144524740,Smart MLS,170026227,N,Y,41.55734,-72.560288
1145,PAST SALE,May-25-2018,Vacant Land,257 Clark Hill Rd,East Haddam,CT,6423,90000.0,,,East Haddam,,130680.0,,1242.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/257-Clark-Hill-Rd-06423/home/144525245,Smart MLS,170011465,N,Y,41.4492271,-72.3663262
1146,PAST SALE,October-9-2020,Vacant Land,LOT 1 Highland Ter,East Hampton,CT,6424,125000.0,,,East Hampton,,65340.0,,374.0,,17.0,Sold,,,http://www.redfin.com/CT/East-Hampton/1-Highland-Ter-06424/home/144527052,Smart MLS,170220881,N,Y,41.6029362,-72.5228763
1147,PAST SALE,June-28-2019,Vacant Land,LOT 23 Highland Ter,East Hampton,CT,6424,120000.0,,,Skyline,44867.0,45041.0,,843.0,3.0,17.0,Sold,,,http://www.redfin.com/CT/East-Hampton/23-Highland-Ter-06424/home/144766112,Smart MLS,G613364,N,Y,41.6029362,-72.5228763
1148,PAST SALE,December-4-2020,Vacant Land,112 Smith Rd,East Haddam,CT,6423,23000.0,,,East Haddam,,217800.0,,318.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/112-Smith-Rd-06423/home/144823848,Smart MLS,170292433,N,Y,41.485929,-72.417223
1149,PAST SALE,March-5-2018,Vacant Land,90 Parker Hill Rd,Killingworth,CT,6419,67500.0,,,Killingworth,,135036.0,,1323.0,,,Sold,,,http://www.redfin.com/CT/Killingworth/90-Parker-Hill-Rd-06419/home/144869397,Smart MLS,170052072,N,Y,41.3981616,-72.5381862
1150,PAST SALE,October-12-2018,Vacant Land,127 LOT 4 Clark Hill Rd,East Hampton,CT,6424,75000.0,,,East Hampton,,74487.0,,1102.0,,,Sold,,,http://www.redfin.com/CT/East-Hampton/4-Clark-Hill-Rd-06424/home/146256754,Smart MLS,G10205454,N,Y,41.5961844,-72.512689
1151,PAST SALE,September-18-2020,Vacant Land,129 Bashan Rd,East Haddam,CT,6423,350000.0,,,Bashan,,135036.0,,395.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/129-Bashan-Rd-06423/home/166972809,Smart MLS,170231144,N,Y,41.497956,-72.417992
1152,PAST SALE,September-17-2019,Vacant Land,14 Injun Hollow Rd,Haddam,CT,6438,54000.0,,,Haddam Neck,,141570.0,,762.0,,,Sold,,,http://www.redfin.com/CT/Haddam/14-Injun-Hollow-Rd-06424/home/168696556,Smart MLS,170045683,N,Y,41.5044935,-72.5189079
1153,PAST SALE,August-25-2021,Vacant Land,16 Old County Rd,Chester,CT,6412,137000.0,,,Chester,,96703.0,,54.0,,,Sold,,,http://www.redfin.com/CT/Chester/16-Old-County-Rd-06412/home/166967413,Smart MLS,170365907,N,Y,41.4019639,-72.441455
1154,PAST SALE,October-12-2018,Single Family Residential,65 Breezy Corners Rd,Portland,CT,6480,313000.0,3.0,2.0,Portland,2130.0,61855.0,1984.0,1102.0,147.0,,Sold,,,http://www.redfin.com/CT/Portland/65-Breezy-Corners-Rd-06480/home/54051452,Smart MLS,170109815,N,Y,41.5677521,-72.5752666
1155,PAST SALE,November-15-2019,Single Family Residential,59 William Dr,East Hampton,CT,6424,412000.0,3.0,2.0,Hampton Woods,2759.0,72309.0,2001.0,703.0,149.0,,Sold,,,http://www.redfin.com/CT/East-Hampton/59-William-Dr-06424/home/54355235,Smart MLS,170224155,N,Y,41.5595731,-72.539021
1156,PAST SALE,August-13-2018,Single Family Residential,31 Ninety Rod Rd,Clinton,CT,6413,249000.0,3.0,2.5,Clinton,1676.0,45738.0,1960.0,1162.0,149.0,,Sold,,,http://www.redfin.com/CT/Clinton/31-Ninety-Rod-Rd-06413/home/53958616,Smart MLS,170085410,N,Y,41.2982426,-72.5199744
1157,PAST SALE,August-10-2020,Single Family Residential,30 Willow Ln,Clinton,CT,6413,265000.0,3.0,1.5,Clinton,1632.0,21344.0,1963.0,434.0,162.0,,Sold,,,http://www.redfin.com/CT/Clinton/30-Willow-Ln-06413/home/53955088,Smart MLS,170289296,N,Y,41.2934079,-72.5147648
1158,PAST SALE,,Single Family Residential,27 Valley Rd Unit AR,Clinton,CT,6413,350000.0,3.0,2.5,,2033.0,69696.0,1988.0,,172.0,,,,,http://www.redfin.com/CT/Clinton/27-Valley-Rd-06413/unit-AR/home/53954698,,,N,Y,41.3049308,-72.5130913
1159,PAST SALE,,Multi-Family (2-4 Unit),53 Cream Pot Rd,Clinton,CT,6413,214000.0,3.0,2.0,,1020.0,139392.0,1960.0,,210.0,,,,,http://www.redfin.com/CT/Clinton/53-Cream-Pot-Rd-06413/home/53956482,,,N,Y,41.3148851,-72.5346015
1160,PAST SALE,July-31-2018,Single Family Residential,2 Oakwood Ln,Clinton,CT,6413,210000.0,2.0,1.0,Clinton,816.0,10890.0,1960.0,1175.0,257.0,,Sold,,,http://www.redfin.com/CT/Clinton/2-Oakwood-Ln-06413/home/53957137,Smart MLS,170092191,N,Y,41.3044584,-72.5346384
1161,PAST SALE,March-14-2019,Single Family Residential,28 Ackley Cemetery Rd,East Haddam,CT,6423,250000.0,4.0,2.0,Lake Hayward,1443.0,473497.0,1969.0,949.0,173.0,,Sold,,,http://www.redfin.com/CT/Colchester/28-Ackley-Cemetery-Rd-06415/home/53783789,Smart MLS,170151594,N,Y,41.5095933,-72.3445755
1162,PAST SALE,October-26-2018,Single Family Residential,142 N Cove Rd,Old Saybrook,CT,6475,900000.0,3.0,2.5,Saybrook Point,3100.0,22651.0,1985.0,1088.0,290.0,,Sold,,,http://www.redfin.com/CT/Old-Saybrook/142-N-Cove-Rd-06475/home/54420442,Smart MLS,170121907,N,Y,41.2886497,-72.3564332
1163,PAST SALE,,Single Family Residential,127 Ferry Rd,Old Saybrook,CT,6475,309000.0,3.0,1.5,,1817.0,34848.0,1957.0,,170.0,,,,,http://www.redfin.com/CT/Old-Saybrook/127-Ferry-Rd-06475/home/54421327,,,N,Y,41.3139144,-72.3534273
1164,PAST SALE,,Single Family Residential,139 Ferry Rd,Old Saybrook,CT,6475,276165.0,3.0,1.5,,1806.0,33106.0,1887.0,,153.0,,,,,http://www.redfin.com/CT/Old-Saybrook/139-Ferry-Rd-06475/home/54421328,,,N,Y,41.314296,-72.353196
1165,PAST SALE,June-8-2017,Single Family Residential,6 Town Farm Road Ext,East Haddam,CT,6423,237900.0,3.0,1.5,East Haddam,1872.0,46173.0,1999.0,1593.0,127.0,,Sold,,,http://www.redfin.com/CT/East-Haddam/6-Town-Farm-Rd-06423/home/53783342,Smart MLS,N10204871,N,Y,41.4772505,-72.3705837
1166,PAST SALE,September-30-2019,Single Family Residential,65 A P Gates Rd,East Haddam,CT,6423,225000.0,3.0,1.0,East Haddam,1702.0,110206.0,1969.0,749.0,132.0,,Sold,,,http://www.redfin.com/CT/East-Haddam/65-A-P-Gates-Rd-06423/home/53784396,Smart MLS,170204450,N,Y,41.463879,-72.3702831
1167,PAST SALE,April-23-2019,Single Family Residential,9 Sharon Ln,Old Saybrook,CT,6475,547500.0,4.0,2.5,Old Saybrook,2240.0,22215.0,1969.0,909.0,244.0,,Sold,,,http://www.redfin.com/CT/Old-Saybrook/9-Sharon-Ln-06475/home/54420237,Smart MLS,170121901,N,Y,41.2820286,-72.3897274
1168,PAST SALE,November-16-2018,Single Family Residential,19 Farview Ave,Old Saybrook,CT,6475,280000.0,2.0,1.0,Old Saybrook,1064.0,11325.0,1933.0,1067.0,263.0,,Sold,,,http://www.redfin.com/CT/Old-Saybrook/19-Farview-Ave-06475/home/54420251,Smart MLS,170068443,N,Y,41.2844998,-72.3888141
1169,PAST SALE,December-9-2020,Single Family Residential,88 Old Boston Post Rd,Old Saybrook,CT,6475,369900.0,3.0,2.0,Old Saybrook,1500.0,24393.0,2019.0,313.0,247.0,,Sold,,,http://www.redfin.com/CT/Old-Saybrook/88-Old-Boston-Post-Rd-06475/home/54420615,Smart MLS,170247347,N,Y,41.2872627,-72.382144
1170,PAST SALE,July-16-2018,Condo/Co-op,174 Old Boston Post Rd #7,Old Saybrook,CT,6475,127500.0,1.0,1.0,Old Saybrook,880.0,,1979.0,1190.0,145.0,240.0,Sold,,,http://www.redfin.com/CT/Old-Saybrook/174-Old-Boston-Post-Rd-06475/unit-7/home/54420637,Smart MLS,170044583,N,Y,41.28553,-72.387819
1171,PAST SALE,,Single Family Residential,7 S View Ter,Old Saybrook,CT,6475,420200.0,3.0,3.0,,1598.0,11326.0,1994.0,,263.0,,,,,http://www.redfin.com/CT/Old-Saybrook/7-S-View-Ter-06475/home/54420281,,,N,Y,41.2831911,-72.3867218
1172,PAST SALE,,Single Family Residential,11 Barley Hill Rd,Old Saybrook,CT,6475,320000.0,4.0,3.5,,3112.0,75794.0,2016.0,,103.0,,,,,http://www.redfin.com/CT/Old-Saybrook/11-Barley-Hill-Rd-06475/home/54421470,,,N,Y,41.3104882,-72.3982814
1173,PAST SALE,May-29-2019,Single Family Residential,222 Ingham Hill Rd,Old Saybrook,CT,6475,414000.0,4.0,3.0,Old Saybrook,2980.0,170319.0,1987.0,873.0,139.0,,Sold,,,http://www.redfin.com/CT/Old-Saybrook/222-Ingham-Hill-Rd-06475/home/54422172,Smart MLS,170097388,N,Y,41.3147603,-72.4090084
1174,PAST SALE,December-3-2018,Single Family Residential,7 Deer Run,Old Saybrook,CT,6475,410000.0,4.0,3.0,Old Saybrook,2872.0,83199.0,1986.0,1050.0,143.0,,Sold,,,http://www.redfin.com/CT/Old-Saybrook/7-Deer-Run-Rd-06475/home/54422171,Smart MLS,170130311,N,Y,41.3165052,-72.4084998
1175,PAST SALE,October-20-2020,Condo/Co-op,129 Shore Rd Unit C,Clinton,CT,6413,470000.0,4.0,1.5,Clinton Beach,960.0,,1920.0,363.0,490.0,26.0,Sold,,,http://www.redfin.com/CT/Clinton/129-Shore-Rd-06413/unit-C/home/171112859,Smart MLS,170280508,N,Y,41.266077,-72.500445
1176,PAST SALE,December-20-2019,Vacant Land,204 Jackson Hill (Rear Lot) Rd,Middlefield,CT,6455,78000.0,,,Middlefield Center,,65340.0,,668.0,,,Sold,,,http://www.redfin.com/CT/Middlefield/204-Jackson-Hill-Rear-Lot-RD-06455/home/169091734,Smart MLS,170235434,N,Y,41.531655,-72.71197
1177,PAST SALE,May-22-2018,Vacant Land,102 E Haddam Rd,East Haddam,CT,6469,43000.0,,,Moodus,,44866.0,,1245.0,,,Sold,,,http://www.redfin.com/CT/East-Haddam/102-E-Haddam-RD-06469/home/172853137,Smart MLS,G627308,N,Y,41.489633,-72.435282
1178,PAST SALE,September-4-2020,Single Family Residential,45 Osprey Cmns,Clinton,CT,6413,964000.0,3.0,2.5,The Hammocks,2739.0,30927.0,2018.0,409.0,352.0,300.0,Sold,,,http://www.redfin.com/CT/Clinton/45-Osprey-Cmns-06413/home/53953212,Smart MLS,N10052460,N,Y,41.2718425,-72.5186815
1179,PAST SALE,,Other,55 Jack English Dr,Middletown,CT,6457,370500.0,,,,,22216.0,,,,,,,,http://www.redfin.com/CT/Middletown/55-Jack-English-Dr-06457/home/141305885,,,N,Y,41.533483,-72.665123
1180,PAST SALE,January-31-2018,Single Family Residential,94 Fairy Dell Rd,Clinton,CT,6413,260000.0,3.0,2.0,Clinton,1498.0,19602.0,1949.0,1356.0,174.0,,Sold,,,http://www.redfin.com/CT/Clinton/94-Fairy-Dell-Rd-06413/home/53959024,Smart MLS,N10229719,N,Y,41.3019743,-72.5123254
1181,PAST SALE,August-3-2020,Single Family Residential,290 Airline Rd,Clinton,CT,6413,419000.0,4.0,4.0,Clinton,3216.0,69696.0,1969.0,441.0,130.0,,Sold,,,http://www.redfin.com/CT/Clinton/290-Airline-Rd-06413/home/53955716,Smart MLS,170273477,N,Y,41.3037058,-72.5454405
1182,PAST SALE,June-2-2020,Single Family Residential,134 Cow Hill Rd,Clinton,CT,6413,318000.0,4.0,2.5,Clinton,2011.0,31363.0,1986.0,503.0,158.0,,Sold,,,http://www.redfin.com/CT/Clinton/134-Cow-Hill-Rd-06413/home/53959183,Smart MLS,170283245,N,Y,41.3038338,-72.5439828
1183,PAST SALE,September-18-2020,Single Family Residential,4 Silver Birch Ln,Clinton,CT,6413,369500.0,4.0,2.5,Autumn Ridge,1992.0,85813.0,1986.0,395.0,185.0,,Sold,,,http://www.redfin.com/CT/Clinton/4-Silver-Birch-Ln-06413/home/53957492,Smart MLS,170303308,N,Y,41.3179945,-72.5530556
1184,PAST SALE,,Multi-Family (2-4 Unit),538 N Roast Meat Hill Rd,Killingworth,CT,6419,315000.0,5.0,3.0,,1560.0,225205.0,1981.0,,202.0,,,,,http://www.redfin.com/CT/Killingworth/538-N-Roast-Meat-Hill-Rd-06419/home/54368717,,,N,Y,41.3973662,-72.5490198
1185,PAST SALE,December-13-2019,Single Family Residential,41 W Shore Dr,Clinton,CT,6413,252000.0,3.0,2.0,Boulder Lake,2632.0,16117.0,1950.0,675.0,96.0,6.0,Sold,,,http://www.redfin.com/CT/Clinton/41-W-Shore-Dr-06413/home/53953933,Smart MLS,170245542,N,Y,41.29308,-72.5596945
1186,PAST SALE,January-22-2018,Single Family Residential,51 Castle View Dr,Chester,CT,6412,290000.0,2.0,2.0,Chester,1304.0,23958.0,1980.0,1365.0,222.0,,Sold,,,http://www.redfin.com/CT/Chester/51-Castle-View-Dr-06412/home/54025080,Smart MLS,170037772,N,Y,41.4022641,-72.4409557
1187,PAST SALE,December-28-2018,Single Family Residential,12 Pratt St,Chester,CT,6412,327500.0,3.0,2.5,Chester,2526.0,10890.0,1920.0,1025.0,130.0,,Sold,,,http://www.redfin.com/CT/Chester/12-Pratt-St-06412/home/54025390,Smart MLS,170052074,N,Y,41.4002384,-72.4435905
1188,PAST SALE,November-10-2020,Single Family Residential,239 Moodus Rd,Haddam,CT,6438,158500.0,2.0,1.0,Haddam Neck,816.0,74052.0,1954.0,342.0,194.0,,Sold,,,http://www.redfin.com/CT/Haddam/239-Moodus-RD-06438/home/167453245,Smart MLS,170274944,N,Y,41.514127,-72.483813
1189,PAST SALE,October-23-2018,Single Family Residential,21 Baker Rd,Chester,CT,6412,340000.0,3.0,2.5,Chester,2378.0,172933.0,1991.0,1091.0,143.0,,Sold,,,http://www.redfin.com/CT/Chester/21-Baker-Rd-06412/home/54024210,Smart MLS,170004431,N,Y,41.3968316,-72.4824712
1190,PAST SALE,July-30-2020,Condo/Co-op,106 Oakwood Trl #106,Chester,CT,6412,332000.0,2.0,2.5,Chester,3342.0,,2012.0,445.0,99.0,350.0,Sold,,,http://www.redfin.com/CT/Chester/106-Oakwood-Trl-06412/unit-106/home/175471892,Smart MLS,170313211,N,Y,41.3822429,-72.5146015
1191,PAST SALE,June-14-2019,Single Family Residential,7 Tom Rd,East Haddam,CT,6423,146000.0,1.0,1.0,Moodus,760.0,7405.0,1958.0,857.0,192.0,,Sold,,,http://www.redfin.com/CT/East-Haddam/7-Tom-Rd-06423/home/53783319,Smart MLS,170181520,N,Y,41.5054473,-72.4127072
1192,PAST SALE,October-11-2018,Single Family Residential,194 Lake Shore Dr,East Haddam,CT,6423,260000.0,2.0,1.0,Lake Hayward,880.0,6534.0,1928.0,1103.0,295.0,50.0,Sold,,,http://www.redfin.com/CT/East-Haddam/194-Lake-Shore-Dr-06423/home/146106723,Smart MLS,170099420,N,Y,41.507247,-72.408739
1193,PAST SALE,September-29-2017,Single Family Residential,59 Cherry Swamp Rd,East Haddam,CT,6469,330000.0,3.0,2.5,Moodus,2383.0,335412.0,2006.0,1480.0,138.0,,Sold,,,http://www.redfin.com/CT/Moodus/59-Cherry-Swamp-Rd-06469/home/53783827,Smart MLS,G10205475,N,Y,41.5231262,-72.4703255
1194,PAST SALE,,Condo/Co-op,607 Lake Vista Dr,East Hampton,CT,6424,147900.0,2.0,1.5,,1172.0,,1988.0,,126.0,,,,,http://www.redfin.com/CT/East-Hampton/607-Lake-Vista-Dr-06424/home/54355713,,,N,Y,41.5867259,-72.4889299
1195,PAST SALE,July-1-2020,Single Family Residential,11 Sunrise Ln,East Hampton,CT,6424,450000.0,4.0,3.5,East Hampton,3616.0,57063.0,2008.0,474.0,124.0,,Sold,,,http://www.redfin.com/CT/East-Hampton/11-Sunrise-Ln-06424/home/54354767,Smart MLS,170279696,N,Y,41.5966489,-72.5196971
1196,PAST SALE,October-25-2019,Single Family Residential,18 Lakewood Rd,East Hampton,CT,6424,245000.0,4.0,2.5,East Hampton,1660.0,9583.0,1950.0,724.0,148.0,,Sold,,,http://www.redfin.com/CT/East-Hampton/18-Lakewood-Rd-06424/home/54357562,Smart MLS,170234591,N,Y,41.6026297,-72.5116943
1197,PAST SALE,August-24-2020,Condo/Co-op,5 North Holw,East Hampton,CT,6424,302000.0,4.0,2.5,East Hampton,1708.0,,2005.0,420.0,177.0,290.0,Sold,,,http://www.redfin.com/CT/East-Hampton/5-North-Rdg-06424/home/54354047,Smart MLS,170317456,N,Y,41.5948034,-72.484375
1198,PAST SALE,,Single Family Residential,230 Penfield Hill Rd,Portland,CT,6480,167000.0,4.0,1.0,,1402.0,24829.0,1958.0,,119.0,,,,,http://www.redfin.com/CT/Portland/230-Penfield-Hill-Rd-06480/home/54051778,,,N,Y,41.5786645,-72.5733721
